poblacion,generaciones_config,semilla,generacion,min_fitness,avg_fitness
200,30,1,27,570.5,629.815
200,30,1,28,570.5,640.6975
200,30,1,29,565.0,617.605
200,30,1,30,563.0,619.75
200,30,2,0,1222.0,2661.7475
200,30,2,1,1078.0,2207.62
200,30,2,2,1044.5,1953.785
200,30,2,3,956.0,1715.645
200,30,2,4,859.0,1527.6825
200,30,2,5,780.5,1359.14
200,30,2,6,767.0,1257.7075
200,30,2,7,670.0,1137.105
200,30,2,8,670.0,1013.5225
200,30,2,9,661.0,968.575
200,30,2,10,652.0,894.995
200,30,2,11,646.5,846.7425
200,30,2,12,635.0,860.06
200,30,2,13,626.0,771.165
200,30,2,14,626.0,742.9875
200,30,2,15,626.0,733.7575
200,30,2,16,617.0,714.2825
200,30,2,17,612.0,695.8675
200,30,2,18,606.0,702.8975
200,30,2,19,606.0,678.815
200,30,2,20,606.0,667.0975
200,30,2,21,604.0,666.6725
200,30,2,22,601.0,648.1375
200,30,2,23,595.0,653.2125
200,30,2,24,592.5,643.195
200,30,2,25,589.5,644.2125
200,30,2,26,583.5,638.5175
200,30,2,27,583.5,624.6525
200,30,2,28,578.0,637.9975
200,30,2,29,578.0,644.9125
200,30,2,30,578.0,632.3225
200,30,3,0,1064.0,2692.5725
200,30,3,1,1064.0,2297.8925
200,30,3,2,1064.0,2004.125
200,30,3,3,972.5,1831.36
200,30,3,4,972.5,1623.725
200,30,3,5,809.0,1465.0025
200,30,3,6,729.0,1292.0225
200,30,3,7,729.0,1178.4925
200,30,3,8,692.5,1069.5
200,30,3,9,684.0,986.785
200,30,3,10,684.0,931.135
200,30,3,11,674.0,865.165
200,30,3,12,634.0,833.5925
200,30,3,13,634.0,799.345
200,30,3,14,623.0,778.5775
200,30,3,15,603.0,727.215
200,30,3,16,603.0,728.3775
200,30,3,17,603.0,693.8525
200,30,3,18,599.0,678.505
200,30,3,19,595.5,652.4925
200,30,3,20,594.0,640.09
200,30,3,21,583.0,640.0075
200,30,3,22,579.0,637.1025
200,30,3,23,574.0,633.69
200,30,3,24,574.0,653.11
200,30,3,25,566.5,633.7225
200,30,3,26,566.5,618.6025
200,30,3,27,566.5,624.965
200,30,3,28,566.5,605.22
200,30,3,29,566.5,619.815
200,30,3,30,566.5,621.1725
200,30,4,0,1061.5,2625.68
200,30,4,1,1006.0,2167.0125
200,30,4,2,1006.0,1913.9475
200,30,4,3,891.0,1676.8
200,30,4,4,883.0,1526.5675
200,30,4,5,838.5,1376.9725
200,30,4,6,728.0,1270.53
200,30,4,7,680.0,1159.475
200,30,4,8,680.0,1134.285
200,30,4,9,680.0,1075.3625
200,30,4,10,648.0,1021.075
200,30,4,11,648.0,1002.6975
200,30,4,12,642.0,935.53
200,30,4,13,642.0,842.93
200,30,4,14,639.0,749.425
200,30,4,15,639.0,730.4575
200,30,4,16,633.5,722.2775
200,30,4,17,624.5,703.585
200,30,4,18,620.5,697.7075
200,30,4,19,609.0,686.77
200,30,4,20,594.5,681.3675
200,30,4,21,594.5,687.355
200,30,4,22,591.0,667.8725
200,30,4,23,583.5,655.355
200,30,4,24,582.0,643.5025
200,30,4,25,574.0,628.97
200,30,4,26,563.5,649.7925
200,30,4,27,563.5,634.61
200,30,4,28,563.0,619.57
200,30,4,29,563.0,629.265
200,30,4,30,562.5,632.2475
200,30,5,0,1448.0,2620.0475
200,30,5,1,1137.0,2189.955
200,30,5,2,1137.0,1901.445
200,30,5,3,980.0,1708.2475
200,30,5,4,960.0,1525.4725
200,30,5,5,822.5,1441.6725
200,30,5,6,768.0,1322.235
200,30,5,7,761.0,1225.815
200,30,5,8,655.5,1191.6675
200,30,5,9,655.5,1085.025
200,30,5,10,655.5,993.9425
200,30,5,11,655.5,958.1375
200,30,5,12,641.0,914.2925
200,30,5,13,641.0,871.205
200,30,5,14,636.0,820.3075
200,30,5,15,627.0,779.5725
200,30,5,16,627.0,720.815
200,30,5,17,617.5,699.0725
200,30,5,18,617.5,707.9625
200,30,5,19,609.0,688.9625
200,30,5,20,598.0,678.9575
200,30,5,21,598.0,667.8025
200,30,5,22,598.0,677.1725
200,30,5,23,598.0,652.9125
200,30,5,24,585.0,643.73
200,30,5,25,585.0,651.1
200,30,5,26,585.0,619.8575
200,30,5,27,579.5,623.365
200,30,5,28,579.5,624.98
200,30,5,29,569.0,622.06
200,30,5,30,569.0,621.7125
200,30,6,0,1492.0,2701.665
200,30,6,1,1234.0,2332.2375
200,30,6,2,1198.5,2028.5925
200,30,6,3,1198.5,1833.925
200,30,6,4,977.5,1737.2075
200,30,6,5,914.0,1569.405
200,30,6,6,892.5,1435.715
200,30,6,7,783.5,1261.5425
200,30,6,8,783.5,1208.9325
200,30,6,9,781.0,1124.5275
200,30,6,10,721.5,1082.255
200,30,6,11,721.5,1059.3275
200,30,6,12,695.5,992.915
200,30,6,13,694.5,919.0925
200,30,6,14,694.5,894.9875
200,30,6,15,686.0,849.71
200,30,6,16,655.5,827.8275
200,30,6,17,655.5,787.99
200,30,6,18,655.5,784.985
200,30,6,19,642.5,754.5175
200,30,6,20,633.5,782.87
200,30,6,21,626.5,762.8625
200,30,6,22,619.0,737.235
200,30,6,23,599.0,744.4475
200,30,6,24,599.0,707.2125
200,30,6,25,597.0,697.375
200,30,6,26,596.5,670.2525
200,30,6,27,588.0,677.1725
200,30,6,28,588.0,659.595
200,30,6,29,585.5,660.3775
200,30,6,30,585.5,659.9225
200,30,7,0,1228.0,2674.01
200,30,7,1,1089.0,2161.905
200,30,7,2,987.5,1881.6875
200,30,7,3,815.5,1689.4925
200,30,7,4,787.0,1516.5175
200,30,7,5,761.5,1347.88
200,30,7,6,680.0,1233.605
200,30,7,7,680.0,1107.845
200,30,7,8,669.0,977.445
200,30,7,9,651.0,868.62
200,30,7,10,642.5,819.1325
200,30,7,11,623.0,785.2825
200,30,7,12,623.0,758.5875
200,30,7,13,620.5,735.755
200,30,7,14,620.5,736.65
200,30,7,15,619.0,730.5525
200,30,7,16,610.5,710.7075
200,30,7,17,599.5,694.895
200,30,7,18,599.5,692.4125
200,30,7,19,599.5,672.8225
200,30,7,20,596.0,656.65
200,30,7,21,590.5,658.26
200,30,7,22,585.0,663.1725
200,30,7,23,585.0,656.165
200,30,7,24,585.0,639.1125
200,30,7,25,579.0,645.0075
200,30,7,26,576.0,635.325
200,30,7,27,574.0,624.81
200,30,7,28,574.0,613.24
200,30,7,29,573.5,615.8075
200,30,7,30,568.0,632.2475
200,30,8,0,1163.0,2665.8525
200,30,8,1,1131.0,2293.41
200,30,8,2,1033.5,1950.285
200,30,8,3,971.5,1702.8325
200,30,8,4,865.5,1541.795
200,30,8,5,845.0,1368.5125
200,30,8,6,845.0,1292.7375
200,30,8,7,783.0,1203.215
200,30,8,8,770.5,1131.0925
200,30,8,9,770.5,1094.3075
200,30,8,10,706.0,962.78
200,30,8,11,705.0,925.395
200,30,8,12,646.0,889.845
200,30,8,13,646.0,821.955
200,30,8,14,646.0,776.3175
200,30,8,15,633.0,745.8125
200,30,8,16,633.0,714.9325
200,30,8,17,619.0,690.0925
200,30,8,18,619.0,688.5425
200,30,8,19,619.0,681.0775
200,30,8,20,619.0,698.345
200,30,8,21,614.0,664.9225
200,30,8,22,611.0,675.2275
200,30,8,23,606.0,670.015
200,30,8,24,606.0,655.435
200,30,8,25,606.0,653.22
200,30,8,26,605.5,653.18
200,30,8,27,605.0,664.2375
200,30,8,28,596.5,658.4
200,30,8,29,596.5,659.9975
200,30,8,30,596.5,634.355
200,60,1,0,1328.0,2693.2975
200,60,1,1,1328.0,2271.6175
200,60,1,2,1066.5,1958.4
200,60,1,3,1046.5,1730.2925
200,60,1,4,888.5,1552.1575
200,60,1,5,833.5,1438.52
200,60,1,6,760.0,1326.935
200,60,1,7,654.0,1226.5075
200,60,1,8,654.0,1150.5075
200,60,1,9,654.0,1059.76
200,60,1,10,645.0,950.2225
200,60,1,11,629.5,895.1625
200,60,1,12,629.5,835.5275
200,60,1,13,619.0,800.6725
200,60,1,14,619.0,738.3725
200,60,1,15,614.0,735.4425
200,60,1,16,614.0,714.5525
200,60,1,17,588.5,717.53
200,60,1,18,588.5,693.42
200,60,1,19,585.0,678.405
200,60,1,20,576.0,686.955
200,60,1,21,576.0,676.2125
200,60,1,22,576.0,667.125
200,60,1,23,576.0,649.965
200,60,1,24,570.5,649.9425
200,60,1,25,570.5,628.57
200,60,1,26,570.5,654.3775
200,60,1,27,570.5,629.815
200,60,1,28,570.5,640.6975
200,60,1,29,565.0,617.605
200,60,1,30,563.0,619.75
200,60,1,31,563.0,605.4225
200,60,1,32,563.0,631.0925
200,60,1,33,557.5,617.395
200,60,1,34,557.5,626.8025
200,60,1,35,557.5,626.78
200,60,1,36,557.5,611.19
200,60,1,37,557.5,618.6925
200,60,1,38,557.5,615.46
200,60,1,39,557.5,623.7275
200,60,1,40,557.5,625.5025
200,60,1,41,557.5,598.2825
200,60,1,42,557.5,620.835
200,60,1,43,557.5,601.92
200,60,1,44,557.5,615.25
200,60,1,45,557.5,624.1575
200,60,1,46,557.5,598.3975
200,60,1,47,557.5,604.705
200,60,1,48,557.5,605.3125
200,60,1,49,557.5,591.7225
200,60,1,50,557.5,582.675
200,60,1,51,557.5,604.85
200,60,1,52,557.5,618.58
200,60,1,53,557.5,603.06
200,60,1,54,557.5,612.39
200,60,1,55,557.5,613.665
200,60,1,56,557.5,611.9575
200,60,1,57,557.5,610.59
200,60,1,58,557.5,617.4825
200,60,1,59,557.5,595.3875
200,60,1,60,557.5,599.395
200,60,2,0,1222.0,2661.7475
200,60,2,1,1078.0,2207.62
200,60,2,2,1044.5,1953.785
200,60,2,3,956.0,1715.645
200,60,2,4,859.0,1527.6825
200,60,2,5,780.5,1359.14
200,60,2,6,767.0,1257.7075
200,60,2,7,670.0,1137.105
200,60,2,8,670.0,1013.5225
200,60,2,9,661.0,968.575
200,60,2,10,652.0,894.995
200,60,2,11,646.5,846.7425
200,60,2,12,635.0,860.06
200,60,2,13,626.0,771.165
200,60,2,14,626.0,742.9875
200,60,2,15,626.0,733.7575
200,60,2,16,617.0,714.2825
200,60,2,17,612.0,695.8675
200,60,2,18,606.0,702.8975
200,60,2,19,606.0,678.815
200,60,2,20,606.0,667.0975
200,60,2,21,604.0,666.6725
200,60,2,22,601.0,648.1375
200,60,2,23,595.0,653.2125
200,60,2,24,592.5,643.195
200,60,2,25,589.5,644.2125
200,60,2,26,583.5,638.5175
200,60,2,27,583.5,624.6525
200,60,2,28,578.0,637.9975
200,60,2,29,578.0,644.9125
200,60,2,30,578.0,632.3225
200,60,2,31,578.0,633.7825
200,60,2,32,578.0,607.215
200,60,2,33,578.0,630.015
200,60,2,34,578.0,613.845
200,60,2,35,578.0,628.2675
200,60,2,36,569.0,622.1
200,60,2,37,569.0,608.695
200,60,2,38,569.0,632.1875
200,60,2,39,569.0,615.7425
200,60,2,40,569.0,613.095
200,60,2,41,568.5,604.2575
200,60,2,42,568.5,597.4725
200,60,2,43,568.5,613.37
200,60,2,44,568.0,612.095
200,60,2,45,568.0,610.9125
200,60,2,46,568.0,613.1
200,60,2,47,568.0,598.885
200,60,2,48,568.0,606.8325
200,60,2,49,564.0,607.435
200,60,2,50,564.0,618.825
200,60,2,51,564.0,613.1575
200,60,2,52,564.0,603.94
200,60,2,53,564.0,612.575
200,60,2,54,564.0,612.56
200,60,2,55,564.0,602.9525
200,60,2,56,564.0,606.5725
200,60,2,57,564.0,605.515
200,60,2,58,564.0,618.2975
200,60,2,59,563.0,603.72
200,60,2,60,563.0,628.8925
200,60,3,0,1064.0,2692.5725
200,60,3,1,1064.0,2297.8925
200,60,3,2,1064.0,2004.125
200,60,3,3,972.5,1831.36
200,60,3,4,972.5,1623.725
200,60,3,5,809.0,1465.0025
200,60,3,6,729.0,1292.0225
200,60,3,7,729.0,1178.4925
200,60,3,8,692.5,1069.5
200,60,3,9,684.0,986.785
200,60,3,10,684.0,931.135
200,60,3,11,674.0,865.165
200,60,3,12,634.0,833.5925
200,60,3,13,634.0,799.345
200,60,3,14,623.0,778.5775
200,60,3,15,603.0,727.215
200,60,3,16,603.0,728.3775
200,60,3,17,603.0,693.8525
200,60,3,18,599.0,678.505
200,60,3,19,595.5,652.4925
200,60,3,20,594.0,640.09
200,60,3,21,583.0,640.0075
200,60,3,22,579.0,637.1025
200,60,3,23,574.0,633.69
200,60,3,24,574.0,653.11
200,60,3,25,566.5,633.7225
200,60,3,26,566.5,618.6025
200,60,3,27,566.5,624.965
200,60,3,28,566.5,605.22
200,60,3,29,566.5,619.815
200,60,3,30,566.5,621.1725
200,60,3,31,566.5,611.8125
200,60,3,32,566.5,600.7125
200,60,3,33,566.5,600.955
200,60,3,34,566.5,603.845
200,60,3,35,566.5,612.3575
200,60,3,36,557.5,626.6575
200,60,3,37,557.5,617.565
200,60,3,38,557.5,615.6975
200,60,3,39,555.5,617.6525
200,60,3,40,555.5,605.7125
200,60,3,41,555.5,635.18
200,60,3,42,555.5,632.5675
200,60,3,43,555.5,623.8275
200,60,3,44,555.5,640.38
200,60,3,45,555.5,603.805
200,60,3,46,555.5,595.2775
200,60,3,47,555.5,593.035
200,60,3,48,555.5,599.94
200,60,3,49,555.5,590.1325
200,60,3,50,555.5,600.8775
200,60,3,51,555.5,601.5075
200,60,3,52,555.5,588.695
200,60,3,53,555.5,607.54
200,60,3,54,555.5,598.41
200,60,3,55,555.5,571.15
200,60,3,56,555.5,603.39
200,60,3,57,555.5,592.9425
200,60,3,58,555.5,613.9325
200,60,3,59,555.5,617.9025
200,60,3,60,555.5,606.5525
200,60,4,0,1061.5,2625.68
200,60,4,1,1006.0,2167.0125
200,60,4,2,1006.0,1913.9475
200,60,4,3,891.0,1676.8
200,60,4,4,883.0,1526.5675
200,60,4,5,838.5,1376.9725
200,60,4,6,728.0,1270.53
200,60,4,7,680.0,1159.475
200,60,4,8,680.0,1134.285
200,60,4,9,680.0,1075.3625
200,60,4,10,648.0,1021.075
200,60,4,11,648.0,1002.6975
200,60,4,12,642.0,935.53
200,60,4,13,642.0,842.93
200,60,4,14,639.0,749.425
200,60,4,15,639.0,730.4575
200,60,4,16,633.5,722.2775
200,60,4,17,624.5,703.585
200,60,4,18,620.5,697.7075
200,60,4,19,609.0,686.77
200,60,4,20,594.5,681.3675
200,60,4,21,594.5,687.355
200,60,4,22,591.0,667.8725
200,60,4,23,583.5,655.355
200,60,4,24,582.0,643.5025
200,60,4,25,574.0,628.97
200,60,4,26,563.5,649.7925
200,60,4,27,563.5,634.61
200,60,4,28,563.0,619.57
200,60,4,29,563.0,629.265
200,60,4,30,562.5,632.2475
200,60,4,31,562.5,603.92
200,60,4,32,562.5,607.485
200,60,4,33,562.5,621.1025
200,60,4,34,562.5,616.495
200,60,4,35,562.5,607.975
200,60,4,36,562.5,621.5275
200,60,4,37,562.5,601.2875
200,60,4,38,562.5,610.905
200,60,4,39,562.5,597.7325
200,60,4,40,562.5,626.2975
200,60,4,41,562.5,621.1375
200,60,4,42,562.5,611.755
200,60,4,43,562.5,610.1275
200,60,4,44,562.5,599.4875
200,60,4,45,562.5,595.9875
200,60,4,46,562.0,610.25
200,60,4,47,562.0,604.75
200,60,4,48,562.0,613.185
200,60,4,49,562.0,606.3325
200,60,4,50,562.0,607.6375
200,60,4,51,562.0,606.395
200,60,4,52,562.0,599.7575
200,60,4,53,562.0,614.105
200,60,4,54,562.0,597.5675
200,60,4,55,562.0,610.3425
200,60,4,56,562.0,614.855
200,60,4,57,562.0,608.29
200,60,4,58,562.0,592.105
200,60,4,59,562.0,605.2075
200,60,4,60,562.0,591.61
200,60,5,0,1448.0,2620.0475
200,60,5,1,1137.0,2189.955
200,60,5,2,1137.0,1901.445
200,60,5,3,980.0,1708.2475
200,60,5,4,960.0,1525.4725
200,60,5,5,822.5,1441.6725
200,60,5,6,768.0,1322.235
200,60,5,7,761.0,1225.815
200,60,5,8,655.5,1191.6675
200,60,5,9,655.5,1085.025
200,60,5,10,655.5,993.9425
200,60,5,11,655.5,958.1375
200,60,5,12,641.0,914.2925
200,60,5,13,641.0,871.205
200,60,5,14,636.0,820.3075
200,60,5,15,627.0,779.5725
200,60,5,16,627.0,720.815
200,60,5,17,617.5,699.0725
200,60,5,18,617.5,707.9625
200,60,5,19,609.0,688.9625
200,60,5,20,598.0,678.9575
200,60,5,21,598.0,667.8025
200,60,5,22,598.0,677.1725
200,60,5,23,598.0,652.9125
200,60,5,24,585.0,643.73
200,60,5,25,585.0,651.1
200,60,5,26,585.0,619.8575
200,60,5,27,579.5,623.365
200,60,5,28,579.5,624.98
200,60,5,29,569.0,622.06
200,60,5,30,569.0,621.7125
200,60,5,31,568.5,629.7675
200,60,5,32,560.0,632.3775
200,60,5,33,559.5,618.3925
200,60,5,34,559.5,601.08
200,60,5,35,559.5,617.99
200,60,5,36,559.5,607.1275
200,60,5,37,559.5,621.5575
200,60,5,38,559.0,604.7775
200,60,5,39,552.0,618.16
200,60,5,40,552.0,615.95
200,60,5,41,552.0,607.295
200,60,5,42,551.5,609.985
200,60,5,43,551.5,603.3525
200,60,5,44,551.5,615.5375
200,60,5,45,551.5,595.3725
200,60,5,46,551.5,593.7875
200,60,5,47,551.5,578.325
200,60,5,48,551.5,600.3375
200,60,5,49,551.5,591.085
200,60,5,50,551.5,610.3275
200,60,5,51,551.5,594.8475
200,60,5,52,551.5,590.5025
200,60,5,53,551.5,588.3775
200,60,5,54,551.5,591.6525
200,60,5,55,551.5,607.925
200,60,5,56,551.5,592.0725
200,60,5,57,551.5,586.3425
200,60,5,58,551.5,588.8
200,60,5,59,551.5,606.6925
200,60,5,60,551.5,608.11
200,60,6,0,1492.0,2701.665
200,60,6,1,1234.0,2332.2375
200,60,6,2,1198.5,2028.5925
200,60,6,3,1198.5,1833.925
200,60,6,4,977.5,1737.2075
200,60,6,5,914.0,1569.405
200,60,6,6,892.5,1435.715
200,60,6,7,783.5,1261.5425
200,60,6,8,783.5,1208.9325
200,60,6,9,781.0,1124.5275
200,60,6,10,721.5,1082.255
200,60,6,11,721.5,1059.3275
200,60,6,12,695.5,992.915
200,60,6,13,694.5,919.0925
200,60,6,14,694.5,894.9875
200,60,6,15,686.0,849.71
200,60,6,16,655.5,827.8275
200,60,6,17,655.5,787.99
200,60,6,18,655.5,784.985
200,60,6,19,642.5,754.5175
200,60,6,20,633.5,782.87
200,60,6,21,626.5,762.8625
200,60,6,22,619.0,737.235
200,60,6,23,599.0,744.4475
200,60,6,24,599.0,707.2125
200,60,6,25,597.0,697.375
200,60,6,26,596.5,670.2525
200,60,6,27,588.0,677.1725
200,60,6,28,588.0,659.595
200,60,6,29,585.5,660.3775
200,60,6,30,585.5,659.9225
200,60,6,31,583.0,665.1425
200,60,6,32,582.5,663.175
200,60,6,33,582.5,637.425
200,60,6,34,571.0,629.095
200,60,6,35,571.0,627.215
200,60,6,36,571.0,634.4475
200,60,6,37,571.0,614.6225
200,60,6,38,571.0,618.08
200,60,6,39,571.0,628.5925
200,60,6,40,571.0,606.92
200,60,6,41,571.0,613.0975
200,60,6,42,571.0,615.3025
200,60,6,43,571.0,608.76
200,60,6,44,571.0,618.3325
200,60,6,45,571.0,615.705
200,60,6,46,560.0,612.735
200,60,6,47,560.0,611.0375
200,60,6,48,560.0,620.0175
200,60,6,49,559.5,619.6225
200,60,6,50,559.5,602.8225
200,60,6,51,559.5,598.78
200,60,6,52,559.5,603.7725
200,60,6,53,559.5,619.8875
200,60,6,54,559.5,627.9225
200,60,6,55,559.5,602.8325
200,60,6,56,559.5,606.0725
200,60,6,57,559.5,597.115
200,60,6,58,559.5,598.29
200,60,6,59,559.5,593.255
200,60,6,60,559.5,600.5675
200,60,7,0,1228.0,2674.01
200,60,7,1,1089.0,2161.905
200,60,7,2,987.5,1881.6875
200,60,7,3,815.5,1689.4925
200,60,7,4,787.0,1516.5175
200,60,7,5,761.5,1347.88
200,60,7,6,680.0,1233.605
200,60,7,7,680.0,1107.845
200,60,7,8,669.0,977.445
200,60,7,9,651.0,868.62
200,60,7,10,642.5,819.1325
200,60,7,11,623.0,785.2825
200,60,7,12,623.0,758.5875
200,60,7,13,620.5,735.755
200,60,7,14,620.5,736.65
200,60,7,15,619.0,730.5525
200,60,7,16,610.5,710.7075
200,60,7,17,599.5,694.895
200,60,7,18,599.5,692.4125
200,60,7,19,599.5,672.8225
200,60,7,20,596.0,656.65
200,60,7,21,590.5,658.26
200,60,7,22,585.0,663.1725
200,60,7,23,585.0,656.165
200,60,7,24,585.0,639.1125
200,60,7,25,579.0,645.0075
200,60,7,26,576.0,635.325
200,60,7,27,574.0,624.81
200,60,7,28,574.0,613.24
200,60,7,29,573.5,615.8075
200,60,7,30,568.0,632.2475
200,60,7,31,568.0,633.29
200,60,7,32,568.0,644.635
200,60,7,33,568.0,627.5275
200,60,7,34,562.5,633.3925
200,60,7,35,562.5,641.03
200,60,7,36,562.5,627.5375
200,60,7,37,562.0,606.7
200,60,7,38,562.0,610.525
200,60,7,39,562.0,603.375
200,60,7,40,562.0,607.165
200,60,7,41,559.5,599.12
200,60,7,42,559.5,605.835
200,60,7,43,559.0,600.5975
200,60,7,44,559.0,618.3625
200,60,7,45,559.0,611.6575
200,60,7,46,559.0,614.475
200,60,7,47,559.0,611.29
200,60,7,48,559.0,605.9425
200,60,7,49,559.0,600.17
200,60,7,50,559.0,595.13
200,60,7,51,559.0,601.7725
200,60,7,52,559.0,606.4425
200,60,7,53,559.0,605.6
200,60,7,54,559.0,592.5275
200,60,7,55,559.0,619.7425
200,60,7,56,559.0,602.825
200,60,7,57,559.0,614.84
200,60,7,58,559.0,610.4525
200,60,7,59,559.0,615.225
200,60,7,60,559.0,610.105
200,60,8,0,1163.0,2665.8525
200,60,8,1,1131.0,2293.41
200,60,8,2,1033.5,1950.285
200,60,8,3,971.5,1702.8325
200,60,8,4,865.5,1541.795
200,60,8,5,845.0,1368.5125
200,60,8,6,845.0,1292.7375
200,60,8,7,783.0,1203.215
200,60,8,8,770.5,1131.0925
200,60,8,9,770.5,1094.3075
200,60,8,10,706.0,962.78
200,60,8,11,705.0,925.395
200,60,8,12,646.0,889.845
200,60,8,13,646.0,821.955
200,60,8,14,646.0,776.3175
200,60,8,15,633.0,745.8125
200,60,8,16,633.0,714.9325
200,60,8,17,619.0,690.0925
200,60,8,18,619.0,688.5425
200,60,8,19,619.0,681.0775
200,60,8,20,619.0,698.345
200,60,8,21,614.0,664.9225
200,60,8,22,611.0,675.2275
200,60,8,23,606.0,670.015
200,60,8,24,606.0,655.435
200,60,8,25,606.0,653.22
200,60,8,26,605.5,653.18
200,60,8,27,605.0,664.2375
200,60,8,28,596.5,658.4
200,60,8,29,596.5,659.9975
200,60,8,30,596.5,634.355
200,60,8,31,596.5,636.67
200,60,8,32,591.5,648.145
200,60,8,33,591.0,659.7
200,60,8,34,585.0,649.0825
200,60,8,35,585.0,643.83
200,60,8,36,580.0,623.8775
200,60,8,37,579.5,638.735
200,60,8,38,568.5,633.8075
200,60,8,39,568.5,615.9625
200,60,8,40,568.5,632.3525
200,60,8,41,568.5,614.54
200,60,8,42,568.5,604.8675
200,60,8,43,568.5,616.8725
200,60,8,44,563.0,624.635
200,60,8,45,563.0,629.0
200,60,8,46,563.0,614.5425
200,60,8,47,563.0,613.395
200,60,8,48,563.0,611.695
200,60,8,49,562.5,607.86
200,60,8,50,562.5,598.665
200,60,8,51,562.5,614.0325
200,60,8,52,562.5,614.745
200,60,8,53,562.5,612.9225
200,60,8,54,562.5,592.235
200,60,8,55,562.5,610.78
200,60,8,56,551.5,596.465
200,60,8,57,551.5,605.425
200,60,8,58,551.5,590.9675
200,60,8,59,551.5,629.0175
200,60,8,60,551.5,610.7825
200,150,1,0,1328.0,2693.2975
200,150,1,1,1328.0,2271.6175
200,150,1,2,1066.5,1958.4
200,150,1,3,1046.5,1730.2925
200,150,1,4,888.5,1552.1575
200,150,1,5,833.5,1438.52
200,150,1,6,760.0,1326.935
200,150,1,7,654.0,1226.5075
200,150,1,8,654.0,1150.5075
200,150,1,9,654.0,1059.76
200,150,1,10,645.0,950.2225
200,150,1,11,629.5,895.1625
200,150,1,12,629.5,835.5275
200,150,1,13,619.0,800.6725
200,150,1,14,619.0,738.3725
200,150,1,15,614.0,735.4425
200,150,1,16,614.0,714.5525
200,150,1,17,588.5,717.53
200,150,1,18,588.5,693.42
200,150,1,19,585.0,678.405
200,150,1,20,576.0,686.955
200,150,1,21,576.0,676.2125
200,150,1,22,576.0,667.125
200,150,1,23,576.0,649.965
200,150,1,24,570.5,649.9425
200,150,1,25,570.5,628.57
200,150,1,26,570.5,654.3775
200,150,1,27,570.5,629.815
200,150,1,28,570.5,640.6975
200,150,1,29,565.0,617.605
200,150,1,30,563.0,619.75
200,150,1,31,563.0,605.4225
200,150,1,32,563.0,631.0925
200,150,1,33,557.5,617.395
200,150,1,34,557.5,626.8025
200,150,1,35,557.5,626.78
200,150,1,36,557.5,611.19
200,150,1,37,557.5,618.6925
200,150,1,38,557.5,615.46
200,150,1,39,557.5,623.7275
200,150,1,40,557.5,625.5025
200,150,1,41,557.5,598.2825
200,150,1,42,557.5,620.835
200,150,1,43,557.5,601.92
200,150,1,44,557.5,615.25
200,150,1,45,557.5,624.1575
200,150,1,46,557.5,598.3975
200,150,1,47,557.5,604.705
200,150,1,48,557.5,605.3125
200,150,1,49,557.5,591.7225
200,150,1,50,557.5,582.675
200,150,1,51,557.5,604.85
200,150,1,52,557.5,618.58
200,150,1,53,557.5,603.06
200,150,1,54,557.5,612.39
200,150,1,55,557.5,613.665
200,150,1,56,557.5,611.9575
200,150,1,57,557.5,610.59
200,150,1,58,557.5,617.4825
200,150,1,59,557.5,595.3875
200,150,1,60,557.5,599.395
200,150,1,61,557.5,588.51
200,150,1,62,557.5,591.9325
200,150,1,63,557.5,602.22
200,150,1,64,557.5,606.47
200,150,1,65,552.5,599.19
200,150,1,66,552.5,588.6675
200,150,1,67,552.5,595.3875
200,150,1,68,552.5,610.2375
200,150,1,69,552.5,597.6825
200,150,1,70,552.5,602.915
200,150,1,71,552.5,596.9225
200,150,1,72,552.0,588.6675
200,150,1,73,552.0,593.25
200,150,1,74,552.0,603.61
200,150,1,75,552.0,589.33
200,150,1,76,552.0,594.6975
200,150,1,77,552.0,586.21
200,150,1,78,551.5,587.42
200,150,1,79,551.5,604.4825
200,150,1,80,551.5,596.6
200,150,1,81,551.5,594.54
200,150,1,82,551.5,585.1425
200,150,1,83,551.5,603.5875
200,150,1,84,551.5,596.81
200,150,1,85,551.5,594.32
200,150,1,86,551.5,608.355
200,150,1,87,551.5,602.0575
200,150,1,88,551.5,600.35
200,150,1,89,551.5,590.215
200,150,1,90,551.5,582.2875
200,150,1,91,551.5,617.5
200,150,1,92,551.5,601.4075
200,150,1,93,551.5,604.2675
200,150,1,94,551.5,581.9025
200,150,1,95,551.5,582.625
200,150,1,96,551.5,574.3625
200,150,1,97,551.5,599.6725
200,150,1,98,551.5,601.525
200,150,1,99,551.5,602.9625
200,150,1,100,551.5,603.73
200,150,1,101,551.5,595.4975
200,150,1,102,551.5,591.605
200,150,1,103,551.5,574.145
200,150,1,104,551.5,590.735
200,150,1,105,551.5,626.925
200,150,1,106,551.5,613.7
200,150,1,107,551.5,582.7075
200,150,1,108,551.5,595.94
200,150,1,109,551.5,613.4175
200,150,1,110,551.5,589.7075
200,150,1,111,551.5,615.8175
200,150,1,112,551.5,578.1775
200,150,1,113,551.5,603.9175
200,150,1,114,551.5,607.6
200,150,1,115,551.5,613.3875
200,150,1,116,551.5,607.4225
200,150,1,117,551.5,604.7525
200,150,1,118,551.5,592.65
200,150,1,119,551.5,595.205
200,150,1,120,551.5,602.1475
200,150,1,121,551.5,611.04
200,150,1,122,551.5,599.2475
